id;language;title;field_product_cp_type;field_product_cp_category;body;field_product_cp_brand;field_product_cp_brand_thumb;field_product_cp_package_picture;field_link;field_product_cp_loyality;field_product_cp_status;field_product_cp_auth_number;field_product_cp_composition;field_product_cp_active_group;field_product_cp_formulation;field_product_cp_mode_action;field_product_cp_mode_detail;field_product_cp_end_date_growers;field_product_cp_end_date_disrtibutors;field_product_cp_pack_size;field_product_cp_nanum_number;field_product_cp_a_number_design;field_product_cp_security_icon;field_product_cp_legal_warning;field_product_cp_re_entry_period;field_product_cp_hazard_statements;field_product_cp_precautionary_s;field_product_cp_personal_equip;field_product_cp_other_restric;field_product_cp_tank_mixing;field_product_cp_tank_prepar;field_product_cp_particular_term;field_product_cp_mix_and_spray;field_product_cp_water_volume;field_product_cp_pressure;field_product_cp_rainfastness;field_product_cp_frost_sensitiv;field_product_cp_humidity_sensit;field_product_cp_light_sensit;field_product_cp_tank_lifespan;field_product_cp_tank_stability;field_product_cp_carry_over;field_product_cp_minor_use;field_product_cp_stewardship;field_product_cp_emergency;field_product_cp_section_title;field_product_cp_section_desc;field_product_cp_leg_information;field_product_cp_manual_date_ove;field_product_cp_last_update_dat;field_product_cp_pdf_file;external_field_product_cp_pdf;field_product_cp_registrant;field_product_cp_shelf_life;field_product_cp_class_of_danger;field_product_cp_danger_bees;field_product_cp_addl_flx;metatag_title;metatag_description;metatag_keywords
12679;nl;Actara (W8);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/0877e092-f882-4e6b-699c-292878659098/1496408451913613098-1120x110_actara_logo_17_0%20%281%29.png;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/0877e092-f882-4e6b-699c-292878659098/1496752405660862054-Actara%20logo%20400x135.jpg;;;;;12679 N;"""25 %"",""thiamethoxam""";;WG (Water dispergeerbaar granulaat);;;30.10.2020;30.10.2019;;;;;GHS09;;H410, EUH401;P273, SP 1, P391;;;;;;;;;;;;;;;;;;;;;;1;19.09.2018;;"""Gebruiksvoorschrift"",""57.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12679/W8/e1d3ccce-b3c6-46cb-654f-476daff5b0c5.pdf""|""Veiligheidsblad"",""325.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12679/W8/301f9af1-6dd0-410e-b424-c589d32fe9de.pdf""";;;;;;;;
6469 W8;nl;Actellic 50 (W8);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/da0446e8-6827-46f1-47c4-6ff5ec514914/1496752440890115640-SYNGENCP-7001_ACTELLIC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/da0446e8-6827-46f1-47c4-6ff5ec514914/1519810543375922149-Actellic%2050%20logo%20400x135.jpg;;;;;6469 N;"""500 G/L"",""pirimifos-methyl""";;EC (Emulgeerbaar concentraat);;;01.07.2019;01.07.2018;;;;;GHS02, GHS07, GHS05, GHS09, GHS08;;H410, H318, EUH066, H302, H336, H304, EUH401, H226, H351, H317, H335;P331, P305 + P351 + P338 + P310, P210, P273, P280, P301 + P310, SP 1;;;;;;;;;;;;;;;;;;;;;;1;06.12.2013;;"""Veiligheidsblad"",""455.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/6469/W9/3d91f54c-8dd5-4d3b-b0cc-ce17a6b299b0.pdf""|""Gebruiksvoorschrift"",""9.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/6469/W8/80567bcc-3ad0-4aa9-7c10-082c71444dc5.pdf""";;;;;;;;
6469;nl;Actellic 50 (W9);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/da0446e8-6827-46f1-47c4-6ff5ec514914/1496752440890115640-SYNGENCP-7001_ACTELLIC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/da0446e8-6827-46f1-47c4-6ff5ec514914/1519810543375922149-Actellic%2050%20logo%20400x135.jpg;;;;;6469 N;"""500 G/L"",""pirimifos-methyl""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS05, GHS09, GHS02, GHS08, GHS07;;H410, H226, EUH066, H304, H351, H335, H336, H302, H318, H317, EUH401;P301 + P310, P305 + P351 + P338 + P310, P331, SP 1, P273, P280, P210;;;;;;;;;;;;;;;;;;;;;;1;01.01.2018;;"""Veiligheidsblad"",""455.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/6469/W9/3d91f54c-8dd5-4d3b-b0cc-ce17a6b299b0.pdf""|""Gebruiksvoorschrift"",""71.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/6469/W9/f417bb68-b8ff-49e7-67de-58989e55054b.pdf""";;;;;;;;
15745;nl;Adigor;;;;;;;;;;15745 N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26.10.2018;;"""Veiligheidsblad"",""345.25"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15745/0/49ba61d0-21fc-4a24-9ff6-4d02dfc46f32.pdf""|""Gebruiksvoorschrift"",""45.8"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15745/0/a7d6ade3-dbab-4f2b-957f-d362d631ffa7.pdf""";;;;;;;;
13455 W3;nl;Affirm (W3);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/075514d6-0da8-43c5-67f5-f82893adbc4e/1496752458641610783-SYNGENCP-7001_AFFIRM.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/075514d6-0da8-43c5-67f5-f82893adbc4e/1496752517344098013-Affirm%20logo%20400x135.jpg;;;;;13455 N;"""9,5 G/KG"",""emamectin benzoaat""";;SG (Wateroplosbaar granulaat);;;;;;;;;GHS09;;EUH401, H410;P391, SP 1, P273;;;;;;;;;;;;;;;;;;;;;;1;01.01.2018;;"""Veiligheidsblad"",""327.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13455/W4/3e0c657d-2dc9-408f-ac8b-b77c3d95025b.pdf""|""Gebruiksvoorschrift"",""95.8"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13455/W3/e4a98db1-e3b2-490f-4624-ea5fb75ff01f.pdf""";;;;;;;;
13455;nl;Affirm (W4);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/075514d6-0da8-43c5-67f5-f82893adbc4e/1496752458641610783-SYNGENCP-7001_AFFIRM.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/075514d6-0da8-43c5-67f5-f82893adbc4e/1496752517344098013-Affirm%20logo%20400x135.jpg;;;;;13455 N;"""9,5 G/KG"",""emamectin benzoaat""";;SG (Wateroplosbaar granulaat);;;;;;;;;GHS09;;EUH401, H410;P391, P273, SP 1;;;;;;;;;;;;;;;;;;;;;;1;08.03.2019;;"""Veiligheidsblad"",""327.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13455/W4/3e0c657d-2dc9-408f-ac8b-b77c3d95025b.pdf""|""Gebruiksvoorschrift"",""93.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13455/W4/2d529166-c8a1-4d9f-807d-7663444d56be.pdf""";;;;;;;;
14658;nl;Agral Gold;;;;;;;;;;14658 N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24.08.2018;;"""Gebruiksvoorschrift"",""107.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14658/0/38810f10-8d28-4898-7291-0745b3960ddc.pdf""|""Veiligheidsblad"",""275"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14658/0/c1640051-4889-4593-bb9f-72b1b1674046.pdf""";;;;;;;;
11767 W6;nl;Amistar (W6);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/c5c33bff-032d-45f8-4984-5bf8747474cf/1496752538344837523-1120x110_amistar_logo_1_0.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/c5c33bff-032d-45f8-4984-5bf8747474cf/1496752542844212109-Amistar%20logo%20400x135.jpg;;;;;11767 N;"""250 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;01.07.2020;01.07.2019;;;;;GHS09;;EUH401, H410;P391, P102, SP 1, P270;;;;;;;;;;;;;;;;;;;;;;1;14.10.2011;;"""Gebruiksvoorschrift"",""18"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11767/W6/04f86a6f-e22c-4324-428c-5547697e7714.pdf""|""Veiligheidsblad"",""342.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11767/W6/8be85d36-496d-4288-9fcd-117ab8ccff7d.pdf""";;;;;;;;
11767;nl;Amistar (W7);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/c5c33bff-032d-45f8-4984-5bf8747474cf/1496752538344837523-1120x110_amistar_logo_1_0.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/c5c33bff-032d-45f8-4984-5bf8747474cf/1496752542844212109-Amistar%20logo%20400x135.jpg;;;;;11767 N;"""250 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;;;;;;;GHS09;;EUH401, H410;P270, SP 1, P102, P391;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""81.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11767/W7/fd54bf83-c757-4750-43e9-d259e88b43e1.pdf""|""Veiligheidsblad"",""342.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11767/W6/8be85d36-496d-4288-9fcd-117ab8ccff7d.pdf""";;;;;;;;
13197 W0;nl;Amistar Top;Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f18daccc-dcdc-465e-581c-eebfb2460cfe/1496752551483037053-SYNGENCP-7001_AMISTAR-TOP.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f18daccc-dcdc-465e-581c-eebfb2460cfe/1496752554916342138-Amistar%20Top%20logo%20400x135.jpg;;;;;13197 N;"""200 G/L"",""azoxystrobin""|""125 G/L"",""difenoconazool""";;SC (Suspensie concentraat);;;;;;;;;GHS07, GHS09;;H317, EUH401, H410, H332;SP 1, P261, P391, P333 + P313, P280, P304 + P340, P312, P302 + P352, P102;;;;;;;;;;;;;;;;;;;;;;1;21.12.2018;;"""Veiligheidsblad"",""389.25"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13197/W1/3ac13200-88e2-4539-84aa-c321a39829d4.pdf""";;;;;;;;
13197;nl;Amistar Top (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f18daccc-dcdc-465e-581c-eebfb2460cfe/1496752551483037053-SYNGENCP-7001_AMISTAR-TOP.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f18daccc-dcdc-465e-581c-eebfb2460cfe/1496752554916342138-Amistar%20Top%20logo%20400x135.jpg;;;;;13197 N;"""125 G/L"",""difenoconazool""|""200 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;;;;;;;GHS07, GHS09;;H410, H317, H332, EUH401;P280, SP 1, P302 + P352, P333 + P313, P261, P102, P391, P304 + P340, P312;;;;;;;;;;;;;;;;;;;;;;1;01.08.2014;;"""Veiligheidsblad"",""389.25"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13197/W1/3ac13200-88e2-4539-84aa-c321a39829d4.pdf""|""Gebruiksvoorschrift"",""19.8"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13197/W1/f1d1087c-15fe-4f03-6689-0812ffd13e73.pdf""";;;;;;;;
14516;nl;Amphore Flex (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/41695bd4-b87d-42fb-6bfc-d14f64440668/1496752563311957020-SYNGENCP-7001_AMPHORE_FLEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/41695bd4-b87d-42fb-6bfc-d14f64440668/1496752569529571576-Amphore%20Flex%20logo%20400x135.jpg;;;;;14516 N;"""18 %"",""cymoxanil""|""25 %"",""mandipropamid""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS07, GHS08, GHS09;;H410, H302, H361fd, EUH401, H373, H317;P270, P302 + P352, P260, P280, SP 1;;;;;;;;;;;;;;;;;;;;;;1;02.10.2015;;"""Veiligheidsblad"",""376.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14516/W1/9608ef9f-6446-4144-9ff9-1d623972fd93.pdf""|""Gebruiksvoorschrift"",""483.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14516/W1/3b73b3af-cc0b-4c22-47b2-1af6d04cc9aa.pdf""";;;;;;;;
12280 W4;nl;Apron XL (W4);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/dbedb16f-2af1-456c-7265-2a16a5e8657c/1496752584716604419-SYNGENCP-7001_APRON.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/dbedb16f-2af1-456c-7265-2a16a5e8657c/1496752926202547789-Apron%20XL%20logo%20400x135.jpg;;;;;12280 N;"""339,2 G/L"",""metalaxyl-M""";;ES (Emulsie voor zaadbehandeling);;;01.07.2020;01.07.2019;;;;;GHS07;;H302, EUH208, EUH401, H319;P301 + P312, P305 + P351 + P338, P280, P337 + P313, P102, SP 1;;;;;;;;;;;;;;;;;;;;;;1;05.02.2010;;"""Gebruiksvoorschrift"",""110.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12280/W4/cdae8820-a026-470a-4867-262d1b0f8801.pdf""|""Veiligheidsblad"",""298.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12280/W5/80711c86-8090-4a16-baf3-aea87c3e39db.pdf""";;;;;;;;
12280;nl;Apron XL (W5);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/dbedb16f-2af1-456c-7265-2a16a5e8657c/1496752584716604419-SYNGENCP-7001_APRON.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/dbedb16f-2af1-456c-7265-2a16a5e8657c/1496752926202547789-Apron%20XL%20logo%20400x135.jpg;;;;;12280 N;"""339,2 G/L"",""metalaxyl-M""";;ES (Emulsie voor zaadbehandeling);;;;;;;;;GHS07;;EUH208, H302, EUH401, H319;P305 + P351 + P338, SP 1, P301 + P312, P337 + P313, P280, P102;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""64.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12280/W5/26a81917-5a54-46a5-7777-fa7975557115.pdf""|""Veiligheidsblad"",""298.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12280/W5/80711c86-8090-4a16-baf3-aea87c3e39db.pdf""";;;;;;;;
14705;nl;Arcade;Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/a4a459ab-9f80-40f9-7067-0a0be439baa2/1496752936508339453-SYNGENCP-7001_ARCADE.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/a4a459ab-9f80-40f9-7067-0a0be439baa2/1496752941593951368-Arcade%20logo%20400x135.jpg;;;;;14705 N;"""800 G/L"",""prosulfocarb""|""80 G/L"",""metribuzin""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS07, GHS09;;EUH401, H317, H410;SP 1, P280, P391, P273;;;;;;;;;;;;;;;;;;;;;;1;23.12.2014;;"""Gebruiksvoorschrift"",""108.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14705/W0/e8980d16-5498-4141-502e-2e9b391238cf.pdf""|""Veiligheidsblad"",""369.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14705/W0/0f178732-4957-4441-8b4d-2e1e51a0a962.pdf""";;;;;;;;
13422;nl;Axial 50 (W2);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/efc51a4d-f69d-4a3f-4322-6b7b278d3c9b/1496752953828820696-SYNGENCP-7001_AXIAL.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/efc51a4d-f69d-4a3f-4322-6b7b278d3c9b/1496752958849323808-Axial%20logo%20400x135.jpg;;;;;13422 N;"""50 G/L"",""pinoxaden""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS08, GHS07, GHS09;;H361d, EUH401, H411, H317;SP 1, P302 + P352, P280C, P261, P391, P501, P301 + P310;;;;;;;;;;;;;;;;;;;;;;1;09.05.2014;;"""Veiligheidsblad"",""391.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13422/W2/07e735db-3845-4aff-bd35-69216e873efd.pdf""|""Gebruiksvoorschrift"",""9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13422/W2/f24363ca-84dd-452b-711f-86b329b57877.pdf""";;;;;;;;
11943 W1;nl;BERET GOLD 025 FS (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cf1f0757-b403-40d9-5efe-0d6ee344527c/1496752969758069798-SYNGENCP-7001_BERET-GOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cf1f0757-b403-40d9-5efe-0d6ee344527c/1496752974849633062-Beret%20Gold%20025%20FS%20logo%20400x135.jpg;;;;;11943 N;"""25 G/L"",""fludioxonil""";;FS (Suspensie concentraat voor zaadbehandeling);;;01.07.2020;01.07.2019;;;;;GHS09;;H411, EUH401;SPo 2, P102, SP 1, P270, P280C, P391;;;;;;;;;;;;;;;;;;;;;;1;02.11.2012;;"""Gebruiksvoorschrift"",""80.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11943/W1/f63a5bb6-32e5-43fd-7b90-a54ded5c6be7.pdf""|""Veiligheidsblad"",""298.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11943/W1/ebed90f0-e888-4050-a04f-cc1cd8da724a.pdf""";;;;;;;;
11943;nl;BERET GOLD 025 FS (W2);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cf1f0757-b403-40d9-5efe-0d6ee344527c/1496752969758069798-SYNGENCP-7001_BERET-GOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cf1f0757-b403-40d9-5efe-0d6ee344527c/1496752974849633062-Beret%20Gold%20025%20FS%20logo%20400x135.jpg;;;;;11943 N;"""25 G/L"",""fludioxonil""";;FS (Suspensie concentraat voor zaadbehandeling);;;;;;;;;GHS09;;H411, EUH401;P280C, SP 1, P270, SPo 2, P102, P391;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Veiligheidsblad"",""298.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11943/W1/ebed90f0-e888-4050-a04f-cc1cd8da724a.pdf""|""Gebruiksvoorschrift"",""57.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11943/W2/0161bb83-f454-45dc-5b04-188bb2d26b2e.pdf""";;;;;;;;
11291 W2;nl;Banvel 4S (W2);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/d820b453-1023-457b-67b8-7a1ec4de13a3/1496752997990768708-SYNGENCP-7001_BANVEL.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/d820b453-1023-457b-67b8-7a1ec4de13a3/1496753006949856161-Banvel%204S%20logo%20400x135.jpg;;;;;11291 N;"""480 G/L"",""dicamba""";;SL (Met water mengbaar concentraat);;;;;;;;;GHS07;;EUH401, H319;P102, P270, P337 + P313, P280, SP 1, P305 + P351 + P338;;;;;;;;;;;;;;;;;;;;;;1;07.03.2014;;"""Veiligheidsblad"",""268.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11291/W2/4af35563-57d0-48c7-b2d9-e5f788245d9d.pdf""|""Gebruiksvoorschrift"",""7.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11291/W2/0c2caade-a874-40b7-5f83-490f14b07d01.pdf""";;;;;;;;
11291;nl;Banvel 4S (W3);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/d820b453-1023-457b-67b8-7a1ec4de13a3/1496752997990768708-SYNGENCP-7001_BANVEL.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/d820b453-1023-457b-67b8-7a1ec4de13a3/1496753006949856161-Banvel%204S%20logo%20400x135.jpg;;;;;11291 N;"""480 G/L"",""dicamba""";;SL (Met water mengbaar concentraat);;;;;;;;;GHS07;;H319, EUH401;P102, P280, P270, SP 1, P337 + P313, P305 + P351 + P338;;;;;;;;;;;;;;;;;;;;;;1;05.04.2019;;"""Veiligheidsblad"",""268.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11291/W2/4af35563-57d0-48c7-b2d9-e5f788245d9d.pdf""|""Gebruiksvoorschrift"",""38.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11291/W3/8e3ab214-f2e9-494c-8c98-08b7e726546f.pdf""";;;;;;;;
14610 W1;nl;Berelex 40 SG (W1);Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/30801199-8ec7-44cb-5937-4f5b7056ec50/1496753021987229015-SYNGENCP-7001_BERELEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/30801199-8ec7-44cb-5937-4f5b7056ec50/1496753019637301620-Berelex%20logo%20400x135.jpg;;;;;14610 N;"""400 G/KG"",""gibberellinezuur""";;SG (Wateroplosbaar granulaat);;;;;;;;;;;EUH401;P284, P261, SP 1, P501;;;;;;;;;;;;;;;;;;;;;;1;04.05.2017;;"""Gebruiksvoorschrift"",""436.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14610/W1/a0a772f3-f6d8-4fd8-6481-e09ab8d0c2ca.pdf""|""Veiligheidsblad"",""221.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14610/W1/54d9555a-40da-4dba-92c7-6bf9b08d0fa3.pdf""";;;;;;;;
14610;nl;Berelex 40 SG (W2);Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/30801199-8ec7-44cb-5937-4f5b7056ec50/1496753021987229015-SYNGENCP-7001_BERELEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/30801199-8ec7-44cb-5937-4f5b7056ec50/1496753019637301620-Berelex%20logo%20400x135.jpg;;;;;14610 N;"""400 G/KG"",""gibberellinezuur""";;SG (Wateroplosbaar granulaat);;;;;;;;;;;EUH401;P284, P501, SP 1, P261;;;;;;;;;;;;;;;;;;;;;;1;05.10.2018;;"""Gebruiksvoorschrift"",""57.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14610/W2/dd2aa8e5-559a-49e5-6efc-78e24afe883d.pdf""|""Veiligheidsblad"",""221.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14610/W1/54d9555a-40da-4dba-92c7-6bf9b08d0fa3.pdf""";;;;;;;;
9611 W1;nl;Bonzi (W1);Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/c8ee5084-5c2f-4a5a-6bdf-ae9e5116f040/1496752983287565466-SYNGENCP-7001_BONZI.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/c8ee5084-5c2f-4a5a-6bdf-ae9e5116f040/1496752988556687400-Bonzi%20logo%20400x135.jpg;;;;;9611 N;"""4 G/L"",""paclobutrazol""";;SC (Suspensie concentraat);;;20.10.2019;20.10.2018;;;;;;;EUH208, H411, EUH401;P501, SP 1, P391;;;;;;;;;;;;;;;;;;;;;;1;23.12.2014;;"""Gebruiksvoorschrift"",""8.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9611/W1/bb2387d8-0bb3-4864-6910-8af3bdfd7127.pdf""|""Veiligheidsblad"",""313.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9611/W1/8746241a-f5b5-4875-9995-9f5e7f90189a.pdf""";;;;;;;;
9611;nl;Bonzi (W2);Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/c8ee5084-5c2f-4a5a-6bdf-ae9e5116f040/1496752983287565466-SYNGENCP-7001_BONZI.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/c8ee5084-5c2f-4a5a-6bdf-ae9e5116f040/1496752988556687400-Bonzi%20logo%20400x135.jpg;;;;;9611 N;"""4 G/L"",""paclobutrazol""";;SC (Suspensie concentraat);;;;;;;;;;;H411, EUH208, EUH401;P391, P501, SP 1;;;;;;;;;;;;;;;;;;;;;;1;20.04.2018;;"""Veiligheidsblad"",""313.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9611/W1/8746241a-f5b5-4875-9995-9f5e7f90189a.pdf""|""Gebruiksvoorschrift"",""67.6"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9611/W2/54cb147e-f49a-4fb0-4d2a-919d7ccb7b3d.pdf""";;;;;;;;
10701 W10;nl;Boxer (W10);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/e0b63316-026a-4f9f-53d2-3abccd1af0e7/1496903738335979065-SYNGENCP-7001_BOXER.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/e0b63316-026a-4f9f-53d2-3abccd1af0e7/1496753117101928035-Boxer%20logo%20400x135.jpg;;;;;10701 N;"""800 G/L"",""prosulfocarb""";;EC (Emulgeerbaar concentraat);;;07.06.2020;07.06.2019;;;;;GHS08, GHS09, GHS07;;H317, H410, H304, H315, H319, EUH401;P261, P333 + P313, P331, SP 1, P280, P301 + P310;;;;;;;;;;;;;;;;;;;;;;1;29.04.2016;;"""Veiligheidsblad"",""384.25"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10701/W11/f5042229-e162-431e-9ef5-d86fc4a96547.pdf""|""Gebruiksvoorschrift"",""122.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10701/W10/cc03906d-3e4e-4e1d-5fab-b8d063c72efc.pdf""";;;;;;;;
